Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Crop_Yield,Soil_Quality,Acres_seeded
Rice,Sandy,6.75,19.43989077,80,11.10963633,65,48,33,26.62557299,42.58333333,41
Soybean,Sandy,6.75,23.33647218,76.66352782,9.327805478,45,40,33,37.66970164,34.41666667,16
Barley,Peaty,5.5,17.86625397,80,11.25223533,55,45,35,42.74763074,22.5,35
Soybean,Peaty,5.5,22.77154952,77.22845048,10.07346275,49.5,45,38.5,39.8729143,22.16666667,79
Corn,Clay,6.25,22.21152011,77.78847989,8.82258825,72,55,40,59.84759856,48.70833333,87
Barley,Loamy,6.5,26.17948874,73.82051126,7.011413855,70,60,50,36.73849867,60,38
Rice,Sandy,6.75,21.21010728,78.78989272,10.14976265,65,48,33,42.57137009,42.58333333,43
Barley,Peaty,5.5,19.95848446,80,4.67744714,55,45,35,55.43665407,22.5,60
Barley,Loamy,6.5,29.67046788,70.32953212,11.78086982,70,60,50,3.13624257,60,49
Soybean,Loamy,6.5,21.71351522,78.28648478,9.628631319,63,60,55,75.41835789,59.33333333,37
Corn,Peaty,5.5,22.19867713,77.80132287,9.179047175,66,49.5,35,51.54633762,25.08333333,51
Rice,Loamy,6.5,27.98761584,72.01238416,9.093351113,91,72,55,81.48860005,72.66666667,26
Corn,Loamy,6.5,17.0899582,80,10.32715756,84,66,50,55.82630457,66.66666667,68
Rice,Loamy,6.5,18.57042208,80,11.01901422,91,72,55,39.03032248,72.66666667,47
Barley,Sandy,6.75,27.64468664,72.35531336,6.389711716,50,40,30,12.41325447,35,44
Soybean,Loamy,6.5,26.97383611,73.02616389,7.821106394,63,60,55,28.19766472,59.33333333,9
Corn,Loamy,6.5,25.10610523,74.89389477,8.760429384,84,66,50,44.37344791,66.66666667,93
Rice,Sandy,6.75,21.17028099,78.82971901,13.97393302,65,48,33,42.5832181,42.58333333,58
Corn,Clay,6.25,15.3273212,80,9.596744234,72,55,40,36.65869022,48.70833333,83
Soybean,Sandy,6.75,14.87255835,80,12.06085384,45,40,33,28.63041036,34.41666667,64
Corn,Sandy,6.75,27.49664492,72.50335508,11.57656015,60,44,30,14.10761482,39.08333333,61
Rice,Peaty,5.5,28.52524335,71.47475665,8.395836397,71.5,54,38.5,45.43612411,27.33333333,6
Barley,Loamy,6.5,29.40947637,70.59052363,7.219951272,70,60,50,5.032776129,60,99
Soybean,Loamy,6.5,23.95637728,76.04362272,12.05228353,63,60,55,51.86178669,59.33333333,47
Corn,Peaty,5.5,20.441644,79.558356,12.15254148,66,49.5,35,52.14823092,25.08333333,15
Barley,Clay,6.25,27.868797,72.131203,8.240335505,60,50,40,17.45719755,43.75,55
Soybean,Clay,6.25,18.81648471,80,10.15318925,54,50,44,70.38606785,43.16666667,99
Soybean,Sandy,6.75,26.01426977,73.98573023,17.18928205,45,40,33,23.15639387,34.41666667,69
Corn,Loamy,6.5,26.40154231,73.59845769,7.89291781,84,66,50,30.16916119,66.66666667,63
Barley,Peaty,5.5,21.46136717,78.53863283,11.59206896,55,45,35,39.61429368,22.5,45
Soybean,Clay,6.25,24.1429862,75.8570138,6.380750673,54,50,44,40.5212961,43.16666667,16
Corn,Sandy,6.75,28.71811473,71.28188527,11.92149802,60,44,30,7.435137201,39.08333333,24
Rice,Clay,6.25,27.71763267,72.28236733,13.1358302,78,60,44,65.98327979,53.08333333,57
Barley,Clay,6.25,24.20717066,75.79282934,8.836597611,60,50,40,35.16608364,43.75,58
Soybean,Clay,6.25,29.88922454,70.11077546,11.47457478,54,50,44,0.737688309,43.16666667,83
Corn,Peaty,5.5,22.13091283,77.86908717,14.96563324,66,49.5,35,49.56929053,25.08333333,72
Barley,Loamy,6.5,29.82417284,70.17582716,11.67075351,70,60,50,1.438226565,60,41
Soybean,Loamy,6.5,26.91322646,73.08677354,9.111673429,63,60,55,29.28684161,59.33333333,12
Corn,Sandy,6.75,18.66902297,80,10.38848529,60,44,30,52.21071952,39.08333333,39
Soybean,Sandy,6.75,23.39561143,76.60438857,8.911444553,45,40,33,31.14144737,34.41666667,41
Rice,Loamy,6.5,25.96783239,74.03216761,10.35206944,91,72,55,98.18504035,72.66666667,47
Soybean,Loamy,6.5,19.19351234,80,11.06862557,63,60,55,78.67375073,59.33333333,46
Corn,Loamy,6.5,19.6755453,80,8.101308069,84,66,50,97.35665859,66.66666667,39
Barley,Peaty,5.5,29.78006218,70.21993782,9.463316955,55,45,35,0.883040553,22.5,67
Soybean,Loamy,6.5,22.29961788,77.70038212,6.652510459,63,60,55,63.42675326,59.33333333,45
Corn,Loamy,6.5,29.22836861,70.77163139,11.18643955,84,66,50,7.470608262,66.66666667,4
Rice,Loamy,6.5,18.75212,80,13.65165785,91,72,55,42.78221324,72.66666667,50
Barley,Clay,6.25,27.3108216,72.6891784,9.831217577,60,50,40,17.08151152,43.75,36
Soybean,Clay,6.25,24.54246993,75.45753007,8.45343403,54,50,44,46.72647235,43.16666667,27
Corn,Sandy,6.75,13.69886779,80,11.74316434,60,44,30,24.27933449,39.08333333,16
Rice,Clay,6.25,24.9000628,75.0999372,9.326976315,78,60,44,88.67498394,53.08333333,23
Barley,Peaty,5.5,22.19476098,77.80523902,5.144241157,55,45,35,42.49118892,22.5,1
Corn,Loamy,6.5,16.21621398,80,9.977932214,84,66,50,63.91574412,66.66666667,22
Barley,Clay,6.25,21.69607758,78.30392242,13.14590705,60,50,40,61.305316,43.75,34
Barley,Sandy,6.75,28.09850409,71.90149591,12.80757313,50,40,30,9.841655942,35,90
Soybean,Sandy,6.75,18.43106342,80,11.95465319,45,40,33,37.07360457,34.41666667,16
Corn,Sandy,6.75,21.95045818,78.04954182,13.2710278,60,44,30,53.48329054,39.08333333,36
Barley,Peaty,5.5,25.11796991,74.88203009,9.75508755,55,45,35,23.36720904,22.5,97
Soybean,Sandy,6.75,16.19160005,80,8.557853075,45,40,33,31.0139791,34.41666667,65
Corn,Peaty,5.5,26.23921049,73.76078951,12.23590391,66,49.5,35,22.28776996,25.08333333,53
Barley,Loamy,6.5,21.62205016,78.37794984,8.330522147,70,60,50,76.40057951,60,91
Soybean,Peaty,5.5,28.01313714,71.98686286,9.18042516,49.5,45,38.5,11.59560458,22.16666667,23
Corn,Sandy,6.75,27.57777808,72.42222192,5.686826276,60,44,30,14.30143312,39.08333333,37
Barley,Loamy,6.5,27.43258759,72.56741241,13.00516826,70,60,50,25.81248647,60,16
Soybean,Clay,6.25,21.70136508,78.29863492,11.57303959,54,50,44,58.572427,43.16666667,45
Corn,Sandy,6.75,18.69016617,80,12.51346124,60,44,30,53.87878676,39.08333333,7
Barley,Clay,6.25,19.29432167,80,9.674268991,60,50,40,63.44993508,43.75,13
Soybean,Loamy,6.5,26.17456664,73.82543336,15.42888134,63,60,55,37.3450758,59.33333333,15
Corn,Peaty,5.5,21.22655155,78.77344845,12.34776919,66,49.5,35,43.9313192,25.08333333,26
Rice,Sandy,6.75,27.48382976,72.51617024,13.58784902,65,48,33,55.1161841,42.58333333,48
Soybean,Clay,6.25,28.68314332,71.31685668,14.15825139,54,50,44,8.993258197,43.16666667,95
Corn,Clay,6.25,24.2795135,75.7204865,11.11841044,72,55,40,41.48076578,48.70833333,57
Rice,Sandy,6.75,27.10273775,72.89726225,10.30374733,65,48,33,53.14063596,42.58333333,48
Soybean,Clay,6.25,29.41959065,70.58040935,16.5238744,54,50,44,3.94814081,43.16666667,69
Corn,Loamy,6.5,22.99301029,77.00698971,12.23181012,84,66,50,66.85339385,66.66666667,4
Soybean,Peaty,5.5,22.66838131,77.33161869,6.378911533,49.5,45,38.5,40.30099863,22.16666667,2
Corn,Clay,6.25,24.93725168,75.06274832,9.279130517,72,55,40,46.27710073,48.70833333,84
Barley,Sandy,6.75,21.06486193,78.93513807,7.856715636,50,40,30,51.2506655,35,91
Soybean,Sandy,6.75,20.72348161,79.27651839,12.1837695,45,40,33,44.73713071,34.41666667,35
Rice,Loamy,6.5,20.17078902,79.82921098,7.270618546,91,72,55,57.53117118,72.66666667,5
Barley,Clay,6.25,25.47291336,74.52708664,9.989049227,60,50,40,32.16021759,43.75,3
Soybean,Sandy,6.75,28.14322458,71.85677542,7.664391754,45,40,33,8.929107486,34.41666667,66
Rice,Peaty,5.5,28.14011611,71.85988389,6.586169411,71.5,54,38.5,44.5424149,27.33333333,3
Soybean,Clay,6.25,29.74648654,70.25351346,5.733190726,54,50,44,1.56801426,43.16666667,27
Rice,Loamy,6.5,30.99743416,69.00256584,9.661166854,91,72,55,35.53980445,72.66666667,37
Barley,Peaty,5.5,28.11671049,71.88328951,14.97141396,55,45,35,10.23365874,22.5,75
Corn,Peaty,5.5,27.33451461,72.66548539,12.42332073,66,49.5,35,15.78543636,25.08333333,77
Rice,Peaty,5.5,23.19458112,76.80541888,12.92011755,71.5,54,38.5,59.39527037,27.33333333,23
Barley,Peaty,5.5,23.45726552,76.54273448,12.96685391,55,45,35,34.59628864,22.5,10
Corn,Sandy,6.75,24.51348986,75.48651014,8.815810951,60,44,30,35.10538947,39.08333333,37
Rice,Sandy,6.75,29.86613246,70.13386754,9.945123506,65,48,33,33.7280114,42.58333333,53
Corn,Loamy,6.5,29.89113258,70.10886742,14.89454764,84,66,50,0.858702542,66.66666667,52
Soybean,Peaty,5.5,27.08249907,72.91750093,8.983656613,49.5,45,38.5,16.37653249,22.16666667,2
Barley,Clay,6.25,29.12864052,70.87135948,10.25420732,60,50,40,4.443595568,43.75,89
Rice,Sandy,6.75,29.91589673,70.08410327,10.72102221,65,48,33,30.74841117,42.58333333,17
Soybean,Clay,6.25,25.62135689,74.37864311,15.12603712,54,50,44,27.39466162,43.16666667,34
Corn,Peaty,5.5,28.89204492,71.10795508,10.26723904,66,49.5,35,6.747838822,25.08333333,21
Rice,Peaty,5.5,28.0801647,71.9198353,8.327243426,71.5,54,38.5,35.13047007,27.33333333,18
Barley,Sandy,6.75,28.04352756,71.95647244,10.29761212,50,40,30,8.548365712,35,76
Soybean,Clay,6.25,28.89753699,71.10246301,13.39555877,54,50,44,7.687397082,43.16666667,4
Barley,Clay,6.25,29.99020751,70.00979249,8.410608607,60,50,40,0.067461286,43.75,96
Corn,Sandy,6.75,29.20840798,70.79159202,9.928662847,60,44,30,5.259389703,39.08333333,91
Barley,Sandy,6.75,27.85993394,72.14006606,12.59237638,50,40,30,13.28358597,35,68
Soybean,Clay,6.25,26.51100801,73.48899199,9.619281873,54,50,44,25.45532047,43.16666667,64
Soybean,Loamy,6.5,27.53013898,72.46986102,8.966107807,63,60,55,19.01490248,59.33333333,37
Barley,Peaty,5.5,28.28196328,71.71803672,9.968066035,55,45,35,7.895533359,22.5,18
Rice,Clay,6.25,25.9008514,74.0991486,9.662462108,78,60,44,74.18917269,53.08333333,1
Soybean,Sandy,6.75,27.44299851,72.55700149,9.259901971,45,40,33,11.90917442,34.41666667,39
Barley,Clay,6.25,29.0297994,70.9702006,12.29949571,60,50,40,5.933878484,43.75,33
Corn,Peaty,5.5,27.45806078,72.54193922,7.760820656,66,49.5,35,16.25226121,25.08333333,84
Soybean,Loamy,6.5,28.52555886,71.47444114,10.2939847,63,60,55,11.37774786,59.33333333,15
Rice,Loamy,6.5,29.29880141,70.70119859,11.64408489,91,72,55,54.67190829,72.66666667,28
Barley,Peaty,5.5,27.25609054,72.74390946,6.314396164,55,45,35,14.34722983,22.5,43
Soybean,Peaty,5.5,29.16505095,70.83494905,7.96681531,49.5,45,38.5,3.614074434,22.16666667,26
Barley,Peaty,5.5,29.7735227,70.2264773,11.25463421,55,45,35,1.210173313,22.5,19
Barley,Clay,6.25,25.68892665,74.31107335,16.7157284,60,50,40,32.8733637,43.75,41
Corn,Peaty,5.5,28.08386522,71.91613478,13.13741195,66,49.5,35,11.08705796,25.08333333,31
Barley,Sandy,6.75,26.59996683,73.40003317,5.079569872,50,40,30,19.32298527,35,45
Soybean,Sandy,6.75,26.41090601,73.58909399,11.55630438,45,40,33,18.11172964,34.41666667,4
Rice,Peaty,5.5,27.80284951,72.19715049,12.1855008,71.5,54,38.5,39.85767049,27.33333333,49
Rice,Clay,6.25,25.167185,74.832815,10.17013079,78,60,44,79.76929033,53.08333333,54
Barley,Clay,6.25,17.59885467,80,12.02570763,60,50,40,48.69089608,43.75,30
Soybean,Clay,6.25,16.86886047,80,10.62620538,54,50,44,42.98945926,43.16666667,89
Corn,Clay,6.25,14.08878287,80,9.496764864,72,55,40,30.70950075,48.70833333,61
Barley,Loamy,6.5,13.25069631,80,13.7227008,70,60,50,29.95827318,60,33
Corn,Loamy,6.5,16.76224204,80,10.39611378,84,66,50,65.72222451,66.66666667,34
Barley,Peaty,5.5,11.8047523,80,10.84473097,55,45,35,8.211628162,22.5,76
Soybean,Peaty,5.5,24.91066084,75.08933916,8.798283905,49.5,45,38.5,28.37888404,22.16666667,7
Corn,Sandy,6.75,19.84657264,80,7.783494511,60,44,30,60.1222064,39.08333333,12
Barley,Loamy,6.5,27.40571163,72.59428837,9.836200516,70,60,50,21.90198525,60,2
Rice,Clay,6.25,16.4162787,80,10.895172,78,60,44,13.01255673,53.08333333,38
Soybean,Sandy,6.75,19.84501208,80,7.264239607,45,40,33,53.14424561,34.41666667,33
Barley,Clay,6.25,19.62923919,80,7.747453225,60,50,40,73.67166365,43.75,87
Soybean,Loamy,6.5,27.39302293,72.60697707,12.62858548,63,60,55,23.78563777,59.33333333,73
Corn,Loamy,6.5,21.31679741,78.68320259,9.337813868,84,66,50,83.68970741,66.66666667,5
Rice,Loamy,6.5,18.75169921,80,10.14690851,91,72,55,37.67931393,72.66666667,9
Barley,Clay,6.25,22.72050029,77.27949971,13.68680582,60,50,40,50.02867275,43.75,28
Barley,Peaty,5.5,23.34581986,76.65418014,8.915854413,55,45,35,43.27417157,22.5,50
Corn,Clay,6.25,15.58388086,80,6.521305357,72,55,40,51.37760232,48.70833333,27
Rice,Clay,6.25,15.15043705,80,6.297644858,78,60,44,1.119538345,53.08333333,40
Barley,Sandy,6.75,15.62161586,80,7.755567078,50,40,30,37.15760408,35,35
Soybean,Peaty,5.5,21.56996069,78.43003931,13.50866209,49.5,45,38.5,53.56093455,22.16666667,29
Corn,Sandy,6.75,14.97976431,80,2.631865182,60,44,30,35.4738092,39.08333333,72
Barley,Loamy,6.5,19.13120507,80,13.62278177,70,60,50,79.30414496,60,22
Soybean,Sandy,6.75,17.02306192,80,8.434711816,45,40,33,38.03458847,34.41666667,43
Corn,Loamy,6.5,19.40482084,80,8.125625092,84,66,50,83.47000007,66.66666667,78
Barley,Loamy,6.5,18.56928625,80,7.830268833,70,60,50,64.47362912,60,40
Soybean,Peaty,5.5,15.68318624,80,10.06206767,49.5,45,38.5,31.53770713,22.16666667,8
Corn,Sandy,6.75,21.66426284,78.33573716,12.62840325,60,44,30,43.28636877,39.08333333,49
Barley,Sandy,6.75,19.62658602,80,8.366366639,50,40,30,58.2334669,35,55
Corn,Clay,6.25,16.33485313,80,13.65794468,72,55,40,51.95216246,48.70833333,100
Barley,Peaty,5.5,24.03767519,75.96232481,9.690178026,55,45,35,33.54438837,22.5,59
Soybean,Loamy,6.5,19.23014834,80,8.350538529,63,60,55,77.43439714,59.33333333,95
Corn,Sandy,6.75,29.66338423,70.33661577,12.11639708,60,44,30,1.640478713,39.08333333,22
Corn,Sandy,6.75,19.63966939,80,7.841443227,60,44,30,60.07538878,39.08333333,60
Soybean,Loamy,6.5,11.4991619,80,9.041021905,63,60,55,13.30965391,59.33333333,72
Soybean,Sandy,6.75,26.21345203,73.78654797,10.81806822,45,40,33,16.9594453,34.41666667,48
Rice,Loamy,6.5,18.62564634,80,8.691309688,91,72,55,35.42084021,72.66666667,14
Barley,Clay,6.25,23.6372671,76.3627329,7.55158886,60,50,40,47.07906297,43.75,7
Soybean,Peaty,5.5,24.07628406,75.92371594,3.350174271,49.5,45,38.5,34.03283722,22.16666667,52
Barley,Sandy,6.75,23.43053631,76.56946369,12.06115862,50,40,30,35.81473438,35,85
Soybean,Loamy,6.5,25.34786984,74.65213016,7.075547026,63,60,55,40.60120451,59.33333333,21
Barley,Peaty,5.5,17.91672474,80,7.598696725,55,45,35,45.67630337,22.5,45
Soybean,Peaty,5.5,18.92575765,80,12.36585926,49.5,45,38.5,45.49119466,22.16666667,71
Corn,Loamy,6.5,24.9632869,75.0367131,7.667751803,84,66,50,56.72413118,66.66666667,74
Barley,Loamy,6.5,19.08409114,80,10.60141168,70,60,50,91.8964028,60,61
Soybean,Peaty,5.5,12.06412355,80,10.19538103,49.5,45,38.5,11.2733789,22.16666667,41
Corn,Sandy,6.75,18.51973543,80,12.56964973,60,44,30,58.54089524,39.08333333,71
Soybean,Sandy,6.75,20.1472727,79.8527273,8.788594823,45,40,33,51.5611063,34.41666667,75
Corn,Loamy,6.5,27.79912279,72.20087721,4.009937741,84,66,50,20.88697978,66.66666667,62
Barley,Clay,6.25,18.82369976,80,7.86348463,60,50,40,60.39088649,43.75,17
Soybean,Sandy,6.75,13.29792487,80,10.06005494,45,40,33,17.9901213,34.41666667,91
Corn,Loamy,6.5,17.14539892,80,7.215393755,84,66,50,80.60102721,66.66666667,99
Barley,Loamy,6.5,11.98454157,80,11.7524879,70,60,50,16.89464997,60,65
Soybean,Loamy,6.5,14.65873141,80,13.23185836,63,60,55,52.01855802,59.33333333,62
Corn,Sandy,6.75,12.64383053,80,11.81993286,60,44,30,18.06595677,39.08333333,68
Barley,Sandy,6.75,18.8050071,80,16.91890582,50,40,30,45.8235309,35,96
Soybean,Clay,6.25,19.59024429,80,10.87275722,54,50,44,68.86521012,43.16666667,16
Rice,Clay,6.25,17.12759177,80,7.979077846,78,60,44,19.75834372,53.08333333,21
Barley,Clay,6.25,23.52044309,76.47955691,10.66764141,60,50,40,40.04908441,43.75,25
Soybean,Loamy,6.5,17.5419802,80,12.76656778,63,60,55,76.191706,59.33333333,92
Corn,Clay,6.25,10.70394602,80,8.448687689,72,55,40,5.645787436,48.70833333,54
Barley,Sandy,6.75,13.69346519,80,7.184097872,50,40,30,20.93799368,35,7
Soybean,Clay,6.25,23.03030091,76.96969909,7.631637154,54,50,44,39.72622415,43.16666667,72
Corn,Sandy,6.75,18.85167734,80,9.792825705,60,44,30,62.81618883,39.08333333,22
Barley,Clay,6.25,27.12532601,72.87467399,11.26634164,60,50,40,20.69263609,43.75,84
Soybean,Sandy,6.75,18.02123918,80,12.62645903,45,40,33,39.23647846,34.41666667,32
Corn,Clay,6.25,23.35368711,76.64631289,8.451144448,72,55,40,56.22046559,48.70833333,30
Barley,Clay,6.25,17.4041496,80,10.38345406,60,50,40,50.71865575,43.75,72
Soybean,Clay,6.25,11.56707389,80,13.66164033,54,50,44,11.58592447,43.16666667,27
Corn,Sandy,6.75,12.78071704,80,3.953750629,60,44,30,18.58356258,39.08333333,79
Rice,Sandy,6.75,22.76254843,77.23745157,14.53839762,65,48,33,49.714741,42.58333333,46
Barley,Clay,6.25,24.29696199,75.70303801,9.342203696,60,50,40,46.53219786,43.75,50
Soybean,Clay,6.25,22.15083038,77.84916962,7.547032735,54,50,44,54.99244599,43.16666667,73
Barley,Sandy,6.75,18.62527759,80,3.759195031,50,40,30,44.77536167,35,14
Rice,Clay,6.25,28.60461228,71.39538772,6.441911501,78,60,44,52.8762393,53.08333333,40
Barley,Sandy,6.75,10.84709179,80,10.17355433,50,40,30,5.671573647,35,6
Soybean,Clay,6.25,22.12308964,77.87691036,10.38720151,54,50,44,54.8038431,43.16666667,63
Corn,Clay,6.25,27.49511754,72.50488246,13.80208365,72,55,40,19.26295542,48.70833333,22
Rice,Peaty,5.5,21.65685419,78.34314581,12.01237026,71.5,54,38.5,45.22210783,27.33333333,15
Barley,Sandy,6.75,28.2639325,71.7360675,10.00340629,50,40,30,10.54429927,35,75
Soybean,Clay,6.25,15.24315589,80,11.69336248,54,50,44,39.36493948,43.16666667,57
Rice,Clay,6.25,17.47752483,80,11.04255943,78,60,44,21.27691445,53.08333333,54
Barley,Clay,6.25,18.72375792,80,12.72337089,60,50,40,74.26527743,43.75,12
Soybean,Loamy,6.5,19.53752909,80,11.19726218,63,60,55,84.69534759,59.33333333,66
Rice,Loamy,6.5,16.17924884,80,9.952122166,91,72,55,14.86059884,72.66666667,36
Soybean,Loamy,6.5,19.68038208,80,9.521269216,63,60,55,85.6467067,59.33333333,88
Corn,Peaty,5.5,11.46153374,80,8.06595245,66,49.5,35,9.516203668,25.08333333,70
Barley,Sandy,6.75,22.31859084,77.68140916,10.5401471,50,40,30,45.07321573,35,71
Soybean,Loamy,6.5,26.08423057,73.91576943,8.979656924,63,60,55,37.08224347,59.33333333,98
Corn,Sandy,6.75,23.66302143,76.33697857,11.00485465,60,44,30,36.40533678,39.08333333,48
Barley,Clay,6.25,21.37598304,78.62401696,5.773097105,60,50,40,57.55617375,43.75,67
Soybean,Loamy,6.5,16.3640303,80,8.079236456,63,60,55,68.52181018,59.33333333,29
Corn,Sandy,6.75,18.63884901,80,5.126776299,60,44,30,53.08524544,39.08333333,41
Rice,Loamy,6.5,28.79398022,71.20601978,14.48255252,91,72,55,68.90744057,72.66666667,32
Barley,Loamy,6.5,20.58539308,79.41460692,13.47004643,70,60,50,93.374374,60,87
Corn,Peaty,5.5,23.68458027,76.31541973,4.626405452,66,49.5,35,39.39803439,25.08333333,93
Barley,Sandy,6.75,18.89895181,80,7.807213635,50,40,30,51.30391475,35,95
Soybean,Clay,6.25,20.72475875,79.27524125,8.705502537,54,50,44,70.59781192,43.16666667,7
Rice,Sandy,6.75,25.53834193,74.46165807,7.671941793,65,48,33,64.86151848,42.58333333,35
Barley,Loamy,6.5,23.7035808,76.2964192,8.630481436,70,60,50,53.67602049,60,60
Soybean,Peaty,5.5,20.25351966,79.74648034,8.045262438,49.5,45,38.5,56.66397884,22.16666667,80
Corn,Sandy,6.75,18.16826521,80,4.748407146,60,44,30,55.51998282,39.08333333,65
Soybean,Loamy,6.5,20.70975929,79.29024071,9.7448067,63,60,55,70.46259289,59.33333333,15
Corn,Sandy,6.75,22.69955909,77.30044091,9.672453699,60,44,30,43.09469879,39.08333333,35
Barley,Clay,6.25,17.68528177,80,10.56014245,60,50,40,60.76313483,43.75,34
Soybean,Loamy,6.5,22.91216453,77.08783547,11.66675053,63,60,55,63.43977202,59.33333333,72
Corn,Sandy,6.75,18.75179464,80,7.640247668,60,44,30,56.59921439,39.08333333,5
Barley,Clay,6.25,16.21469297,80,7.901702706,60,50,40,45.5514898,43.75,96
Soybean,Peaty,5.5,16.14445597,80,8.496298856,49.5,45,38.5,28.84554419,22.16666667,35
Corn,Sandy,6.75,23.46013205,76.53986795,16.13618351,60,44,30,38.37911274,39.08333333,92
Rice,Sandy,6.75,24.37041926,75.62958074,5.695062879,65,48,33,70.93451848,42.58333333,7
Barley,Peaty,5.5,21.18926479,78.81073521,14.30522611,55,45,35,49.82416154,22.5,59
Soybean,Clay,6.25,19.04467689,80,14.08297949,54,50,44,73.54307693,43.16666667,52
Corn,Sandy,6.75,23.68963072,76.31036928,13.02899562,60,44,30,42.51298383,39.08333333,46
Barley,Peaty,5.5,20.72619747,79.27380253,7.117328812,55,45,35,53.80940682,22.5,48
Soybean,Loamy,6.5,29.60783202,70.39216798,8.647403437,63,60,55,3.309337871,59.33333333,32
Rice,Clay,6.25,16.17729356,80,12.33753579,78,60,44,9.518844729,53.08333333,12
Barley,Loamy,6.5,16.15960978,80,10.8511729,70,60,50,45.82130864,60,29
Soybean,Clay,6.25,18.90699224,80,8.158418549,54,50,44,71.72633291,43.16666667,15
Corn,Loamy,6.5,26.68096685,73.31903315,13.84534583,84,66,50,32.2928777,66.66666667,54
Barley,Sandy,6.75,15.74863807,80,4.216955207,50,40,30,27.30522255,35,77
Soybean,Clay,6.25,22.49885006,77.50114994,4.484862954,54,50,44,51.61979801,43.16666667,51
Corn,Clay,6.25,21.61333287,78.38666713,10.57085058,72,55,40,61.88924715,48.70833333,51
Rice,Peaty,5.5,21.69059619,78.30940381,12.31147136,71.5,54,38.5,46.4998953,27.33333333,6
Barley,Loamy,6.5,18.24542951,80,10.61201922,70,60,50,71.11403334,60,4
Soybean,Loamy,6.5,29.16604953,70.83395047,8.900413087,63,60,55,5.235646305,59.33333333,8
Rice,Sandy,6.75,23.17667026,76.82332974,7.674793299,65,48,33,58.34425415,42.58333333,9
Soybean,Sandy,6.75,18.34827246,80,13.33137758,45,40,33,43.0617449,34.41666667,87
Corn,Peaty,5.5,10.91178917,80,12.87641592,66,49.5,35,5.317886664,25.08333333,74
Rice,Clay,6.25,19.61567875,80,9.900426394,78,60,44,35.98348064,53.08333333,42
Barley,Clay,6.25,19.8564853,80,10.45981285,60,50,40,70.87967967,43.75,77
Soybean,Loamy,6.5,18.12591459,80,10.8750603,63,60,55,86.87322473,59.33333333,53
